class and lipid,type,lipid,fold change-1hr,fold change-12hr,fold change-24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N4_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
"Cholesteryl Esters > 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",Cholesteryl Esters,"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",1.009561984,0.977520127,1.003051485,3.645852451,3.607433607,3.714659995,3.686031799,3.668316975,3.630053457,3.623689598,3.793740142,3.661138514,3.619537871,3.654028251,3.74071633,3.666416915,3.751371528,3.659250501,3.60978007,3.656431734,3.718465182,3.669062027,3.682143302,3.649122559,3.647799489,3.691364475,3.674236366,3.682058421,3.696214835,3.748724391,3.707738783,3.662908896,3.665500345,3.764352534,3.706420789,3.70933954,3.67651257
"Cholesteryl Esters > 18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",Cholesteryl Esters,"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",1.033188213,1.038049352,0.995730978,3.64519232,3.591685568,3.638966251,3.612870739,3.614992107,3.570309417,3.691498814,3.644611909,3.638373461,3.623212095,3.573301071,3.634612304,3.592252312,3.647377132,3.626711907,3.589328448,3.582645093,3.64667033,3.616836691,3.662003798,3.666628445,3.572137123,3.604370823,3.619007744,3.683248851,3.605593794,3.675255806,3.670034253,3.610862394,3.641605004,3.668892639,3.616630959,3.658259525,3.638089752
Cholesteryl Esters > 18:3 Campesteryl ester,Cholesteryl Esters,18:3 Campesteryl ester,1.02235485,0.999756042,1.024409386,3.5817859,3.583085398,3.578226522,3.569760068,3.555730334,3.567548647,3.599295646,3.587504461,3.591694467,3.568539669,3.57980877,3.568297994,3.549047456,3.569551836,3.592935863,3.539653132,3.573171123,3.574170251,3.572346446,3.563037102,3.55422017,3.55422987,3.565143911,3.572432471,3.598593584,3.581901924,3.54136457,3.550732117,3.575146292,3.571252205,3.57203708,3.566755612,3.57182295,3.600844468
"Cholesteryl Esters > 18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",Cholesteryl Esters,"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0.948234653,0.999347961,1.00872781,3.574970672,3.560566568,3.594704101,3.60845546,3.595359552,3.570858071,3.558840551,3.582733644,3.557839142,3.548527025,3.556485859,3.570475253,3.609733134,3.578169166,3.579413177,3.574968361,3.577156213,3.589431297,3.554600628,3.58402352,3.580701533,3.572932014,3.564855393,3.576599346,3.593407949,3.569593958,3.562785213,3.621693417,3.570472918,3.582495201,3.589849141,3.58074943,3.611389793,3.561595085
Cholesteryl Esters > 19:0 Campesteryl ester_simulated,Cholesteryl Esters,19:0 Campesteryl ester_simulated,0.831065215,1.037099211,1.00227234,4.23894993,3.828484631,3.786925986,3.841047746,3.84586919,3.937973043,3.838159998,3.855779562,3.754722858,3.923534174,3.70833083,3.877379442,3.84654125,3.803159321,3.788217911,3.749872331,3.811399406,3.821617044,3.824522864,3.801119603,3.787430749,3.831245098,3.779439222,3.807575643,3.847969787,3.826923146,3.849386274,3.819121311,3.752006971,3.814877293,3.919746318,3.743257298,3.857383192,3.810096726
"Cholesteryl Esters > 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",Cholesteryl Esters,"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.989447667,1.049615534,0.990281558,3.6080273,3.594801266,3.597782944,3.594282058,3.647099247,3.592154576,3.616525955,3.602151215,3.614439521,3.594476559,3.56845991,3.648465431,3.616072046,3.621157611,3.587340509,3.546572305,3.607774492,3.647238213,3.64058481,3.594060931,3.609590172,3.610085011,3.601610294,3.61018093,3.616500751,3.592951383,3.610632516,3.601527684,3.565058795,3.599291273,3.57189977,3.591480915,3.649907081,3.609556023
Cholesteryl Esters > 20:0 Campesteryl ester,Cholesteryl Esters,20:0 Campesteryl ester,1.02624733,0.990578862,1.001845065,3.559274496,3.554222595,3.569512049,3.551908479,3.576942298,3.570972383,3.566517658,3.579877332,3.575605797,3.574100783,3.525415449,3.584172889,3.578141637,3.582872111,3.554494036,3.549684871,3.55937992,3.579374284,3.535251098,3.546263768,3.56398157,3.55674384,3.561344743,3.580021282,3.545180921,3.566338513,3.55619153,3.547095081,3.581715364,3.546557501,3.560984471,3.536752854,3.571969594,3.545317044
"Cholesteryl Esters > 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",Cholesteryl Esters,"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.90138675,1.042037514,0.957036737,4.198845086,3.791871655,3.841070293,3.763408557,3.844263425,3.904251289,3.840068468,3.863301475,3.736958761,4.000452331,3.73991082,3.849748572,3.866236552,3.812192528,3.798400659,3.7474802,3.831661243,3.810948612,3.879949889,3.824153213,3.789529978,3.783693558,3.836245637,3.830965738,3.794776582,3.819422873,3.830314053,3.83022289,3.757080093,3.754432465,3.875875847,3.760226434,3.828058974,3.820322367
Cholesteryl Esters > 20:1 Campesteryl ester,Cholesteryl Esters,20:1 Campesteryl ester,1.005939593,0.995961068,0.994804728,3.559264909,3.54656737,3.540059081,3.558996436,3.545890764,3.535319476,3.569731997,3.558209236,3.546315615,3.55279961,3.544616181,3.572404574,3.56534009,3.560310852,3.555266228,3.543576423,3.551542734,3.548266576,3.569186602,3.539748389,3.579815626,3.532157958,3.56479388,3.581321504,3.556442447,3.556189118,3.564798614,3.552125346,3.561036983,3.56298246,3.55704984,3.547860848,3.559252929,3.557557755
"Cholesteryl Esters > 20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",Cholesteryl Esters,"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",1.038226075,1.055015429,1.016021169,3.545994545,3.552230082,3.564841197,3.567969286,3.561077549,3.549415309,3.571885804,3.586477059,3.586263181,3.577455062,3.538830043,3.578900427,3.553924302,3.562787588,3.543735402,3.530962595,3.538789853,3.650740663,3.559813325,3.557577001,3.578134754,3.546826373,3.557666003,3.542910069,3.556717326,3.543086701,3.555459664,3.582420231,3.549964056,3.565191191,3.559617031,3.548534392,3.572092921,3.567741394
"Cholesteryl Esters > 20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",Cholesteryl Esters,"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.98199911,1.874924783,1.023599719,3.565080076,3.557406168,3.571002708,3.56352383,3.598779599,3.586940477,3.564545374,3.551789037,3.537181692,3.573741673,3.547198578,3.566717927,3.588923531,3.560205652,3.540081625,3.540857346,3.557126909,4.353632792,3.556758301,3.548998386,3.56835197,3.56557397,3.564625859,3.579753912,3.605641173,3.54748921,3.571392051,3.553042769,3.563360068,3.597616247,3.58504093,3.556427977,3.595423496,3.569329456
Cholesteryl Esters > 20:3 Campesteryl ester,Cholesteryl Esters,20:3 Campesteryl ester,1.488924842,1.060945876,1.353719187,4.216611353,4.231070825,4.139637988,4.045456801,4.028256428,4.163873115,4.354662707,4.32716722,4.36853161,4.320144238,4.166685257,4.037491071,3.859569405,4.118082802,4.205758552,4.052722438,3.736966716,3.923427473,4.223806849,4.044801544,4.27039188,4.232889968,3.874456334,4.078638795,4.227526816,4.184620493,3.980752199,4.206606277,4.207230342,4.365771337,3.85961741,3.771243468,4.189944336,4.560209239
"Cholesteryl Esters > 20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",Cholesteryl Esters,"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.968369244,0.994025604,0.966998326,3.570279046,3.554222597,3.591816764,3.615503992,3.6003913,3.554876672,3.567522787,3.587356235,3.581291892,3.57256264,3.5893441,3.636718552,3.572541723,3.672609499,3.587030405,3.557733346,3.585830597,3.600766067,3.631973155,3.602819371,3.599055192,3.576617769,3.600341164,3.625382456,3.614000326,3.613746741,3.588793698,3.610163876,3.572513831,3.590538711,3.613194683,3.576689136,3.586375761,3.608288529
"Cholesteryl Esters > 20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",Cholesteryl Esters,"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0.98395648,1.05005447,0.991492679,3.63553203,3.56568968,3.66774055,3.594275427,3.649443936,3.569399694,3.639785244,3.651167521,3.645392819,3.572539402,3.596674085,3.653685186,3.597964922,3.734795062,3.6210142,3.576783516,3.623201753,3.652428175,3.696055718,3.680288395,3.619243667,3.636868896,3.611963251,3.663286248,3.697414213,3.626763192,3.678551186,3.685012258,3.643284878,3.644342099,3.707966849,3.638930349,3.669930255,3.620683558
Cholesteryl Esters > 20:5 Cholesteryl ester,Cholesteryl Esters,20:5 Cholesteryl ester,0.975921349,0.994290625,0.926373186,3.64567573,3.672393476,3.645280789,3.647873747,3.688773908,3.626071319,3.640179245,3.673199783,3.651989007,3.65542854,3.610366308,3.659735635,3.653092854,3.676633292,3.672648259,3.632957133,3.675868154,3.658486507,3.648137471,3.617702647,3.623794952,3.655699229,3.689722561,3.66191111,3.70080928,3.686208943,3.690401689,3.620175657,3.617067506,3.647375176,3.641140855,3.599267237,3.673168446,3.655605177
Cholesteryl Esters > 22:0 Campesteryl ester,Cholesteryl Esters,22:0 Campesteryl ester,0.973105319,1.025714318,0.992349669,3.548490176,3.570638694,3.559051583,3.560774376,3.582033834,3.538573764,3.554074688,3.562654458,3.549834281,3.555795558,3.562221498,3.536374112,3.532812991,3.549219159,3.53473161,3.544683097,3.551618347,3.557622709,3.579074463,3.547109867,3.537846819,3.543407445,3.558086709,3.572695094,3.564905069,3.54294739,3.541654148,3.534282575,3.539918799,3.550480324,3.56271865,3.541566795,3.54095984,3.542820481
"Cholesteryl Esters > 22:0 Cholesteryl ester, 20:0 Sitosteryl ester",Cholesteryl Esters,"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.969879965,1.098183618,0.924300758,3.714029539,3.694956033,3.738717186,3.695180397,3.806732022,3.667036234,3.717878478,3.738376222,3.74961887,3.71599001,3.716964444,3.749810526,3.745852106,3.732535314,3.668764159,3.725446099,3.704725223,3.781074359,3.85981897,3.776643112,3.730359108,3.708113162,3.763817217,3.924601815,3.753945996,3.706478844,3.734625465,3.714195626,3.732913025,3.705925293,3.697902096,3.670015685,3.846118086,3.746215298
Cholesteryl Esters > 22:0 Sitosteryl ester,Cholesteryl Esters,22:0 Sitosteryl ester,1.040180038,1.132333276,1.083470409,3.64822534,3.648613714,3.658389244,3.635465681,3.659847803,3.605699316,3.656648183,3.646274334,3.72926528,3.685508888,3.652789625,3.641013823,3.587016916,3.619133028,3.696384382,3.615129088,3.631871794,3.700738351,3.727973741,3.706152604,3.653968523,3.707029982,3.618274109,3.642078563,3.647247996,3.695774056,3.611226113,3.67017535,3.684267145,3.6901252,3.596546547,3.618094171,3.625335122,3.826069649
Cholesteryl Esters > 22:1 Campesteryl ester,Cholesteryl Esters,22:1 Campesteryl ester,0.995335074,1.028530396,0.974804097,3.55840857,3.581810927,3.574063725,3.581742672,3.604448576,3.547531069,3.569458218,3.599013643,3.58477663,3.588182066,3.541793874,3.547149297,3.575340313,3.59132291,3.56096299,3.572181322,3.527771665,3.626147334,3.585356968,3.570949057,3.580162898,3.558120347,3.54685843,3.567957542,3.611270759,3.609666994,3.572418524,3.577648058,3.55490088,3.5584902,3.573468089,3.579209523,3.578052143,3.561811931
"Cholesteryl Esters > 22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",Cholesteryl Esters,"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",1.036062937,1.003121419,1.059578902,3.60509812,3.600210336,3.590304515,3.587113572,3.578435223,3.581631157,3.597947385,3.607735915,3.649823439,3.59610648,3.575912635,3.566875721,3.567927006,3.559657731,3.599778335,3.547791959,3.573171122,3.562801852,3.579150007,3.539901259,3.600171082,3.56153311,3.574015087,3.574695549,3.607176159,3.580868008,3.572827504,3.556437624,3.578691947,3.614040463,3.594889579,3.574956804,3.581715365,3.651994812
"Cholesteryl Esters > 22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",Cholesteryl Esters,"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",1.002408358,1.013216996,1.018296158,3.519940849,3.531741997,3.552023018,3.555152544,3.558787772,3.543263265,3.559425435,3.54290758,3.548964032,3.527204451,3.546453851,3.544811943,3.539758414,3.535754791,3.550529228,3.524904804,3.541319619,3.561375746,3.53457691,3.550751672,3.543079238,3.536303376,3.556420741,3.574681675,3.546199564,3.540454642,3.541159754,3.534594665,3.554423767,3.541194729,3.544851582,3.539264366,3.546816509,3.595840023
Cholesteryl Esters > 22:2 Campesteryl ester,Cholesteryl Esters,22:2 Campesteryl ester,0.978713259,1.000216979,1.024844137,3.562126285,3.559528427,3.583658935,3.556736611,3.547636921,3.536242736,3.558122749,3.573078281,3.536518072,3.557656381,3.558122748,3.559121105,3.55317645,3.545425914,3.553472831,3.525819393,3.54760492,3.553424259,3.528554238,3.542755765,3.561223095,3.552712039,3.550147634,3.566449308,3.54644398,3.54767138,3.55326879,3.536669555,3.550245511,3.574878217,3.526279847,3.558809367,3.579589295,3.557278596
"Cholesteryl Esters > 22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",Cholesteryl Esters,"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",1.028581357,0.992650622,1.023780574,3.529165929,3.542735851,3.567459296,3.543683244,3.54631068,3.559652945,3.560640629,3.579758484,3.551144936,3.537962609,3.556905299,3.578304512,3.570785736,3.557461515,3.549814689,3.541571787,3.54412763,3.552252003,3.545277451,3.572469667,3.555730334,3.556577501,3.543675794,3.556828192,3.560547454,3.560580904,3.543799971,3.534335875,3.568445829,3.547218289,3.544901121,3.560150652,3.54880941,3.574367023
Cholesteryl Esters > 22:3 Campesteryl ester,Cholesteryl Esters,22:3 Campesteryl ester,0.977580777,1.01454725,1.001912226,3.599985663,3.650404701,3.560401683,3.588244838,3.608562433,3.584620689,3.580304468,3.624436836,3.585729151,3.58632848,3.587686307,3.564090598,3.60470549,3.588240354,3.562499877,3.540502187,3.58573366,3.600781315,3.568851536,3.55384181,3.608303514,3.55853101,3.573428658,3.58918308,3.591776743,3.561454434,3.575257173,3.635915847,3.564632961,3.583672531,3.577259683,3.560736167,3.589884874,3.63854719
Cholesteryl Esters > 22:3 Stigmasteryl ester,Cholesteryl Esters,22:3 Stigmasteryl ester,0.994195611,0.99628864,1.031936673,3.549071991,3.533713637,3.554377726,3.564464876,3.576870967,3.551328019,3.542857809,3.571650643,3.558802169,3.54114726,3.554094087,3.540342019,3.569790474,3.564064529,3.546266236,3.53660392,3.534845698,3.555537015,3.547873148,3.563390924,3.566246557,3.523847908,3.536578672,3.55123771,3.573855227,3.556353195,3.556572678,3.55404801,3.58043458,3.573669816,3.566317294,3.554733828,3.552512509,3.566031913
"Cholesteryl Esters > 22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",Cholesteryl Esters,"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",0.978950821,1.004581145,0.980170246,3.54398369,3.567202905,3.615259711,3.570407527,3.5766523,3.556413504,3.554605472,3.581854153,3.570388838,3.564429357,3.539322074,3.565148638,3.593777725,3.571154289,3.558223648,3.523941496,3.537741071,3.562830374,3.577379222,3.58054184,3.553059785,3.544008512,3.583745015,3.623974606,3.556222904,3.563542814,3.590866376,3.573013277,3.568028001,3.558218842,3.599618956,3.56406453,3.557783843,3.576286082
