class and lipid,type,lipid,fold change_1hr,fold change_12hr,fold change_24hr,veh_N3_1hr,veh_N4_1hr,veh_N5_1hr,veh_N6_1hr,veh_N7_1hr,Abe_N3_1hr,Abe_N4_1hr,Abe_N5_1hr,Abe_N6_1hr,Abe_N7_1hr,veh_N1_12hr,veh_N2_12hr,veh_N3_12hr,veh_N4_12hr,veh_N5_12hr,veh_N6_12hr,Abe_N4_12hr,Abe_N1_12hr,Abe_N2_12hr,Abe_N3_12hr,Abe_N5_12hr,Abe_N6_12hr,veh_N2_24hr,veh_N3_24hr,veh_N4_24hr,veh_N5_24hr,veh_N6_24hr,veh_N7_24hr,Abe_N2_24hr,Abe_N3_24hr,Abe_N4_24hr,Abe_N5_24hr,Abe_N6_24hr,Abe_N7_24hr
Cer > Cer(d18:2/20:0),Cer,Cer(d18:2/20:0),0.922963431,1.187693672,1.069851502,3.604530631,3.674596662,3.64051128,3.654346017,3.609107587,3.618309673,3.612510516,3.607189031,3.595458778,3.619078745,3.612143624,3.718515008,3.721792515,3.575458068,3.668989435,3.651522266,3.794607959,3.616817803,3.782237529,3.778531845,3.780487279,3.635945976,3.639175628,3.610721928,3.585541974,3.718956536,3.694906937,3.531029092,3.627191721,3.619454425,3.642514009,3.729959758,3.666188421,3.676861839
Cer > Cer(d18:2/20:1),Cer,Cer(d18:2/20:1),0.967861827,1.041897629,1.002407037,3.453767723,3.406049436,3.42754456,3.439244278,3.419939262,3.426917741,3.418148796,3.418271484,3.436356716,3.4160211,3.444388374,3.41956259,3.415951108,3.413849441,3.43115464,3.400144125,3.445626026,3.437940753,3.45682138,3.416074421,3.421179326,3.45203807,3.428915207,3.401235095,3.42552773,3.407217522,3.458045321,3.418049291,3.40897564,3.421761852,3.419063156,3.445330183,3.433622672,3.409990605
Cer > Cer(d18:2/22:0),Cer,Cer(d18:2/22:0),0.970267446,1.281288846,1.139635611,3.599053002,3.563860662,3.638273588,3.560289337,3.54558916,3.542329906,3.612529593,3.594288692,3.524533755,3.604884587,3.530975383,3.59067917,3.525096688,3.548536848,3.584485041,3.574049826,3.740927722,3.619224886,3.706617121,3.684001107,3.703091847,3.524224742,3.546244017,3.490859896,3.575788081,3.585602868,3.583735953,3.528235204,3.584220404,3.570173896,3.599291276,3.640433759,3.653247288,3.597958346
Cer > Cer(d20:0/26:0(2OH)),Cer,Cer(d20:0/26:0(2OH)),0.985489567,1.044867281,0.977959282,3.464033286,3.467128445,3.44139349,3.441616625,3.451381139,3.434345343,3.456693937,3.46379451,3.472297085,3.446217106,3.420599315,3.458782874,3.44219436,3.426797472,3.46690026,3.432106289,3.464054169,3.447790431,3.473238765,3.462859036,3.474134678,3.441933844,3.518419205,3.46143252,3.466627463,3.4504493,3.467169921,3.445258528,3.462281203,3.477708632,3.43215767,3.46790102,3.460924921,3.444132302
Cer > Cer(d20:0/26:0),Cer,Cer(d20:0/26:0),0.953902949,1.112092291,1.042724477,3.477300757,3.438659439,3.419912841,3.45479003,3.430084766,3.423101663,3.43693513,3.425690725,3.426865742,3.446176692,3.410584953,3.422662083,3.418526699,3.390581909,3.437496917,3.418278113,3.467856657,3.471089218,3.465263879,3.417382033,3.454994203,3.493722898,3.409980464,3.435723389,3.433453025,3.427658136,3.422409289,3.410412809,3.445392483,3.433865831,3.418930758,3.437389061,3.459856721,3.44536445
Cer > Cer(t18:0/16:0(2OH)),Cer,Cer(t18:0/16:0(2OH)),1.041514204,0.969974287,1.033832319,3.587093339,3.60293208,3.473516197,3.528603103,3.488483059,3.631681175,3.644737895,3.505684404,3.529330268,3.487927056,3.611315397,3.674148087,3.519457862,3.499728341,3.519754544,3.521130265,3.55719915,3.610598451,3.617293999,3.504264231,3.475235255,3.503586451,3.615148056,3.591567681,3.475226528,3.530215101,3.491364525,3.471250657,3.583402862,3.615036368,3.475586965,3.524500006,3.513968335,3.544829281
Cer > Cer(t18:0/18:0(2OH)),Cer,Cer(t18:0/18:0(2OH)),1.000252337,0.962964198,0.985220979,3.594781397,3.571133305,3.490481034,3.466312941,3.616645659,3.601262358,3.557100417,3.509466008,3.498919547,3.619562897,3.481239083,3.478061241,3.444578771,3.469453842,3.525689967,3.512911119,3.466986215,3.436671442,3.468240988,3.447133244,3.471409104,3.519793908,3.496921378,3.407700186,3.463600407,3.436862073,3.454381395,3.461168285,3.464054169,3.455490519,3.425214606,3.421340667,3.428186679,3.478419332
Cer > Cer(t18:0/20:0(2OH)),Cer,Cer(t18:0/20:0(2OH)),0.917515671,0.944847498,1.043257818,3.567661483,3.447291436,3.480369211,3.448038169,3.451798741,3.459820571,3.445246064,3.452356967,3.451153743,3.450723215,3.481757872,3.468864068,3.459865763,3.592016811,3.4833134,3.48680725,3.473028379,3.446726656,3.478173895,3.484965754,3.442206908,3.510199074,3.463322543,3.449453743,3.435423909,3.414047014,3.426826732,3.416657179,3.448823793,3.479768191,3.436471188,3.466410883,3.423340948,3.451912286
Cer > Cer(t18:0/22:0(2OH)),Cer,Cer(t18:0/22:0(2OH)),0.964807947,1.071377356,0.993437045,3.50280665,3.517232887,3.487766052,3.498883751,3.524557116,3.511984939,3.453963216,3.511236145,3.523871309,3.490761703,3.481350918,3.461936533,3.498305069,3.496680646,3.455134323,3.488767841,3.481757872,3.538742121,3.495136244,3.502899426,3.497979566,3.543506856,3.443544633,3.477896536,3.536166926,3.462281204,3.542596431,3.458936876,3.4752149,3.500925013,3.474915266,3.458598603,3.529694678,3.462200304
Cer > Cer(t18:0/24:0(2OH)),Cer,Cer(t18:0/24:0(2OH)),0.927988308,0.986191647,1.012168763,3.521875267,3.486268949,3.574114674,3.465109132,3.513843309,3.503245803,3.468607271,3.479114461,3.483821169,3.510134683,3.436283565,3.494110079,3.507882876,3.569563537,3.50834387,3.464998986,3.516458718,3.482387618,3.477610314,3.493435771,3.508664394,3.481651875,3.452347769,3.495946564,3.463292652,3.512123858,3.510815723,3.418095727,3.455593973,3.466918045,3.480685209,3.503330311,3.516720456,3.457148912
Cer > Cer(t18:0/26:0(2OH)),Cer,Cer(t18:0/26:0(2OH)),0.99975327,1.021880896,1.004572533,3.429820113,3.411932719,3.451869326,3.403738083,3.396948719,3.431855717,3.411084115,3.430719917,3.424473306,3.436852547,3.411009949,3.415267263,3.421567767,3.429752311,3.416863451,3.4100717,3.417677613,3.425407075,3.442652228,3.422806472,3.417710813,3.4344316,3.404792709,3.393266292,3.449808459,3.417873447,3.480751249,3.393834855,3.453413173,3.421149685,3.401893181,3.410487075,3.445800323,3.414849754
Cer > Cer(t20:0/26:0(2OH)),Cer,Cer(t20:0/26:0(2OH)),0.99122981,1.014482251,0.972268706,3.451838641,3.3879946,3.415050207,3.388882402,3.415654354,3.398169285,3.430645814,3.415844436,3.4183411,3.418506817,3.408921437,3.414428497,3.410196694,3.400341119,3.43891244,3.415480871,3.469391955,3.394682806,3.400493119,3.431328405,3.415143722,3.414073793,3.426807229,3.464727973,3.404867941,3.424731434,3.441808242,3.404751666,3.42574613,3.416374226,3.39572471,3.417102873,3.423629223,3.410561327
Cer > CerP(d18:0/16:0),Cer,CerP(d18:0/16:0),1.002565851,1.02956412,1.049068655,3.477416504,3.453724949,3.422497945,3.409652547,3.42882461,3.466155599,3.435570489,3.451807949,3.426446224,3.459561376,3.459796467,3.450880099,3.453183782,3.425896011,3.439260073,3.407489513,3.449191377,3.438371474,3.448808342,3.460885851,3.447864767,3.468672221,3.438007291,3.425446209,3.419622089,3.436607879,3.444204141,3.428021374,3.439743137,3.446807383,3.450578585,3.400140671,3.489553543,3.475124739
Cer > CerP(d18:1/12:0),Cer,CerP(d18:1/12:0),0.982437905,1.019465628,1.010872937,3.488164225,3.434757297,3.451629909,3.461099198,3.455597015,3.450202936,3.424643231,3.473484083,3.455113004,3.48725156,3.471951484,3.447585941,3.43012348,3.458924798,3.426283514,3.500612439,3.469601162,3.447173572,3.465834787,3.469147262,3.464817336,3.474437755,3.420586121,3.443891705,3.484493479,3.426218408,3.487650204,3.401900069,3.443416364,3.433945786,3.442714913,3.446431563,3.444413353,3.47703152
Cer > CerP(d18:1/14:0),Cer,CerP(d18:1/14:0),0.949709241,0.981866133,1.002575508,3.528921875,3.563495356,3.488663536,3.523298969,3.533619595,3.495597091,3.494265969,3.555169477,3.52839475,3.493020081,3.462263228,3.48641917,3.511270937,3.493198681,3.513955039,3.493867786,3.444965557,3.496752607,3.48288504,3.432978939,3.466627463,3.571273186,3.456183805,3.491414959,3.517773724,3.462176332,3.421330791,3.569507368,3.531098135,3.448236252,3.452166884,3.416071089,3.446680077,3.606980825
Cer > CerP(d18:1/16:0),Cer,CerP(d18:1/16:0),0.961836231,0.99763609,1.015813155,3.480254253,3.448585785,3.460792667,3.447905027,3.459208506,3.452231275,3.468486195,3.452565349,3.436452112,3.441569493,3.474329954,3.438887146,3.456788004,3.407010016,3.453889919,3.442473527,3.446098952,3.452093279,3.438241668,3.424381778,3.450969284,3.456903284,3.491633421,3.439010435,3.459603584,3.480886175,3.436270839,3.394549767,3.502853042,3.47007519,3.42250123,3.419387358,3.450202933,3.467303211
Cer > CerP(d18:1/18:0),Cer,CerP(d18:1/18:0),0.982792902,1.01821627,0.997315146,3.470072246,3.460299367,3.448465181,3.429161008,3.442877849,3.456478421,3.453767724,3.456994273,3.445657156,3.440959463,3.442884114,3.435978103,3.437433473,3.402931688,3.463800479,3.417817029,3.439487467,3.459102892,3.451722008,3.43432298,3.429623134,3.434207938,3.417066304,3.428585089,3.431109578,3.436569736,3.433952182,3.422156343,3.436095859,3.4405376,3.39122457,3.428377832,3.42216949,3.433718675
Cer > CerP(d18:1/2:0),Cer,CerP(d18:1/2:0),1.013679483,1.002785844,1.043907594,3.453501837,3.436060851,3.404491647,3.454387494,3.449749878,3.486053436,3.440638378,3.402938561,3.486674157,3.447551851,3.471118577,3.435669243,3.43479241,3.434025726,3.457845609,3.410848092,3.440635232,3.454741257,3.45967291,3.419893026,3.449219165,3.427551052,3.440358031,3.439487463,3.430774685,3.4654394,3.460506984,3.389027826,3.448910312,3.453562975,3.472905606,3.452522454,3.463785554,3.439749445
Cer > CerP(d18:1/20:0),Cer,CerP(d18:1/20:0),1.005472476,1.039700032,1.009929045,3.460296358,3.463283683,3.441509786,3.445738082,3.429306485,3.445582442,3.494638763,3.446751495,3.456387319,3.446571366,3.436188129,3.444207266,3.434581707,3.420143989,3.437227223,3.398537219,3.429380822,3.483832574,3.444731657,3.417498294,3.44044625,3.453229666,3.443997959,3.441229995,3.453566031,3.413789147,3.460362566,3.452338576,3.488172692,3.465507799,3.435860315,3.427736001,3.444872012,3.419800529
Cer > CerP(d18:1/22:0),Cer,CerP(d18:1/22:0),0.991298104,1.032609477,0.987955864,3.460885851,3.454253238,3.443719765,3.407982059,3.408066922,3.467086968,3.419205439,3.427057478,3.409158506,3.47214775,3.411259361,3.392805982,3.441883609,3.404690097,3.461501559,3.461405506,3.428183438,3.482559207,3.431781803,3.421696069,3.414612433,3.476486752,3.428384313,3.411063887,3.44797005,3.421307747,3.44787406,3.453085869,3.434191956,3.392992274,3.403765507,3.459148161,3.404898717,3.470810231
Cer > CerP(d18:1/24:0),Cer,CerP(d18:1/24:0),0.946800788,1.036183252,1.010801622,3.428549474,3.479030869,3.431614648,3.43241769,3.396823339,3.430777905,3.401224751,3.420071354,3.410848095,3.4303944,3.386192118,3.399303319,3.395965598,3.392204389,3.422940975,3.416290963,3.421185912,3.409388677,3.427187421,3.404060218,3.41777388,3.426439719,3.437074851,3.408870623,3.401510854,3.417202592,3.399556081,3.410625445,3.396356325,3.415624334,3.425707022,3.402244211,3.416151056,3.437179611
Cer > CerP(d18:1/24:1(15Z)),Cer,CerP(d18:1/24:1(15Z)),0.987402591,1.045855787,1.018447223,3.441409206,3.399462608,3.419731143,3.445990102,3.447700594,3.443209803,3.398599667,3.460976009,3.424502723,3.438064312,3.435140165,3.406318749,3.431405614,3.421696074,3.404655888,3.390231929,3.470351712,3.418138846,3.425152612,3.417763926,3.445168166,3.43174002,3.441022392,3.442683572,3.393283851,3.410757026,3.407605055,3.422024887,3.442144152,3.390641975,3.422970492,3.439184251,3.45593155,3.409053537
Cer > CerP(d18:1/26:0),Cer,CerP(d18:1/26:0),0.986670152,1.044846144,1.017123916,3.418546576,3.440997219,3.395951637,3.407401134,3.403374532,3.437528636,3.401283364,3.418539953,3.413933167,3.406744538,3.410325026,3.393301412,3.401610774,3.405981227,3.388040812,3.410372297,3.423042642,3.450246059,3.428746942,3.415664359,3.386613128,3.417763923,3.421771723,3.413018,3.415884442,3.430658699,3.426638146,3.408555424,3.450458535,3.411289683,3.427372521,3.431173952,3.415237217,3.416976527
Cer > CerP(d18:1/26:1(17Z)),Cer,CerP(d18:1/26:1(17Z)),0.98701934,1.039369527,1.030687113,3.414080486,3.389630298,3.412809891,3.420546545,3.392088193,3.394742311,3.396192401,3.406492522,3.397724577,3.44302507,3.391700657,3.417265738,3.404477959,3.419665051,3.41590111,3.416820208,3.440647827,3.435085948,3.401348862,3.437125649,3.40742153,3.444553806,3.416853473,3.4158311,3.418662531,3.400344575,3.411801493,3.400921205,3.438846043,3.395881824,3.416660505,3.440981486,3.420160494,3.423000009
Cer > CerP(d18:1/8:0),Cer,CerP(d18:1/8:0),0.886808863,0.913694836,1.123252284,3.58876907,3.577643461,3.591233869,3.631904234,3.536788185,3.555329101,3.519116302,3.49783605,3.554758041,3.577551571,3.53205847,3.447254217,3.519694171,3.543459632,3.598937101,3.552480866,3.475499793,3.506643042,3.50941763,3.468096164,3.473206626,3.531938545,3.48899046,3.559111515,3.565573968,3.441321181,3.45579473,3.504639413,3.612961803,3.59535514,3.583819754,3.497109445,3.495258442,3.52720445
FFA > C12:0,FFA,C12:0,0.988248577,1.196963017,1.108172893,5.184066536,5.189874495,5.211820645,5.233744111,5.219644539,5.187252198,5.197945557,5.231510805,5.214783287,5.221465964,5.225734197,5.298176696,5.149478099,5.127313112,5.191870158,5.183670834,5.262500714,5.238066514,5.245445378,5.287341431,5.330910077,5.293933004,5.252843356,5.141415001,5.092092285,5.287883504,5.325982291,5.151376379,5.242704663,5.157634107,5.233240292,5.314650675,5.331478789,5.257585162
